"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES";"QT_SECOES_AGREGADAS";"QT_APTOS_TOT";"QT_SECOES_TOT";"QT_COMPARECIMENTO";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"QT_VOTOS_BRANCOS";"QT_VOTOS_NULOS";"QT_VOTOS_LEGENDA";"QT_VOTOS_PENDENTES";"QT_VOTOS_ANULADOS";"QT_VOTOS_NULO_TECNICO";"QT_VOTOS_ANULADO_SUB_JUDICE";"QT_VOTOS_SEM_CAND_P_VOTAR";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"66117";"JOANÓPOLIS";"66117";"JOANÓPOLIS";"92";"11";"Prefeito";"9928";"27";"0";"9928";"27";"7722";"2206";"N";"7104";"182";"436";"0";"0";"0";"0";"0";"0";"23:20:03";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"66257";"JUQUITIBA";"66257";"JUQUITIBA";"201";"13";"Vereador";"23719";"62";"0";"23719";"62";"18420";"5299";"N";"15940";"492";"564";"847";"0";"26";"3";"548";"0";"18:00:00";"20/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"70351";"SANTA GERTRUDES";"70351";"SANTA GERTRUDES";"243";"13";"Vereador";"17917";"47";"1";"17917";"47";"14161";"3756";"N";"12452";"445";"632";"625";"0";"0";"0";"7";"0";"23:32:05";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"66753";"MARABÁ PAULISTA";"66753";"MARABÁ PAULISTA";"102";"11";"Prefeito";"3186";"9";"0";"3186";"9";"2568";"618";"N";"2415";"46";"102";"0";"0";"0";"0";"5";"0";"23:00:38";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"62014";"BARÃO DE ANTONINA";"62014";"BARÃO DE ANTONINA";"56";"11";"Prefeito";"2745";"7";"1";"2745";"7";"2202";"543";"N";"2101";"28";"73";"0";"0";"0";"0";"0";"0";"19:13:28";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"71595";"TACIBA";"71595";"TACIBA";"167";"11";"Prefeito";"4768";"14";"0";"4768";"14";"4316";"452";"N";"4190";"20";"106";"0";"0";"0";"0";"0";"0";"23:21:00";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"67393";"MORRO AGUDO";"67393";"MORRO AGUDO";"336";"11";"Prefeito";"20833";"56";"1";"20833";"56";"15477";"5356";"N";"14099";"519";"859";"0";"0";"0";"0";"0";"0";"23:10:18";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"62138";"BARUERI";"62138";"BARUERI";"199";"11";"Prefeito";"140656";"345";"1";"140656";"345";"107102";"33554";"N";"93625";"5226";"8251";"0";"0";"0";"0";"0";"0";"02:20:01";"16/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"64971";"ICÉM";"64971";"ICÉM";"78";"11";"Prefeito";"6327";"16";"0";"6327";"16";"5192";"1135";"N";"5015";"44";"122";"0";"0";"0";"0";"11";"0";"22:50:38";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"68055";"PALMEIRA D OESTE";"68055";"PALMEIRA D OESTE";"232";"13";"Vereador";"7941";"21";"1";"7941";"21";"5753";"2188";"N";"5089";"193";"246";"225";"0";"0";"0";"0";"0";"23:10:26";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"62022";"LOURDES";"62022";"LOURDES";"214";"11";"Prefeito";"1962";"5";"0";"1962";"5";"1665";"297";"N";"1615";"14";"36";"0";"0";"0";"0";"0";"0";"22:03:29";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"68314";"PAULÍNIA";"68314";"PAULÍNIA";"323";"11";"Prefeito";"79885";"193";"2";"79885";"193";"61494";"18391";"N";"55888";"2054";"3552";"0";"0";"0";"0";"0";"0";"23:31:41";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"65773";"ITOBI";"65773";"ITOBI";"39";"13";"Vereador";"6265";"18";"0";"6265";"18";"5034";"1231";"N";"4513";"135";"170";"216";"0";"0";"0";"0";"0";"22:50:08";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"63592";"COSMORAMA";"63592";"COSMORAMA";"138";"13";"Vereador";"6886";"17";"0";"6886";"17";"5643";"1243";"N";"5106";"108";"128";"301";"0";"0";"0";"0";"0";"22:41:54";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"66850";"MARTINÓPOLIS";"66850";"MARTINÓPOLIS";"71";"13";"Vereador";"17513";"47";"0";"17513";"47";"13991";"3522";"N";"11922";"495";"541";"730";"0";"0";"0";"303";"0";"22:30:48";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"61980";"NOVA CAMPINA";"61980";"NOVA CAMPINA";"53";"13";"Vereador";"7077";"19";"2";"7077";"19";"5836";"1241";"N";"5368";"84";"90";"294";"0";"0";"0";"0";"0";"22:50:48";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"71730";"TAPIRATIBA";"71730";"TAPIRATIBA";"30";"11";"Prefeito";"10426";"25";"0";"10426";"25";"7905";"2521";"N";"7219";"253";"433";"0";"0";"0";"0";"0";"0";"22:40:49";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"71390";"SEVERÍNIA";"71390";"SEVERÍNIA";"80";"13";"Vereador";"12228";"31";"0";"12228";"31";"9927";"2301";"N";"8806";"272";"365";"442";"0";"6";"0";"36";"0";"16:40:00";"04/12/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"71072";"SÃO PAULO";"71072";"SÃO PAULO";"350";"13";"Vereador";"133722";"321";"0";"133722";"321";"95088";"38634";"N";"63386";"9309";"11498";"9895";"0";"162";"12";"826";"0";"14:35:02";"29/12/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"63894";"DRACENA";"63894";"DRACENA";"149";"13";"Vereador";"35206";"90";"0";"35206";"90";"25147";"10059";"N";"21823";"1147";"927";"1139";"0";"111";"0";"0";"0";"11:30:01";"02/12/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"71072";"SÃO PAULO";"71072";"SÃO PAULO";"320";"13";"Vereador";"180752";"437";"10";"180752";"437";"127557";"53195";"N";"89640";"11640";"12122";"13270";"0";"488";"25";"372";"0";"14:35:02";"29/12/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"68195";"PARANAPUÃ";"68195";"PARANAPUÃ";"427";"13";"Vereador";"3371";"10";"0";"3371";"10";"2979";"392";"N";"2764";"42";"61";"112";"0";"0";"0";"0";"0";"22:40:42";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"61425";"NOVA CANAÃ PAULISTA";"61425";"NOVA CANAÃ PAULISTA";"187";"11";"Prefeito";"2062";"5";"0";"2062";"5";"1736";"326";"N";"1685";"18";"33";"0";"0";"0";"0";"0";"0";"23:10:14";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"66516";"LUCIANÓPOLIS";"66516";"LUCIANÓPOLIS";"159";"13";"Vereador";"2102";"5";"0";"2102";"5";"1787";"315";"N";"1658";"27";"35";"67";"0";"0";"0";"0";"0";"22:40:50";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"66451";"LORENA";"66451";"LORENA";"68";"13";"Vereador";"64197";"167";"30";"64197";"167";"47932";"16265";"N";"40683";"2433";"2143";"2463";"0";"39";"0";"171";"0";"15:00:00";"23/12/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"63150";"CARDOSO";"63150";"CARDOSO";"224";"11";"Prefeito";"10298";"26";"3";"10298";"26";"7325";"2973";"N";"6850";"146";"329";"0";"0";"0";"0";"0";"0";"23:01:06";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"62324";"JUMIRIM";"62324";"JUMIRIM";"142";"11";"Prefeito";"2386";"7";"0";"2386";"7";"1950";"436";"N";"1866";"23";"61";"0";"0";"0";"0";"0";"0";"23:20:19";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"70254";"SANTA CRUZ DA CONCEIÇÃO";"70254";"SANTA CRUZ DA CONCEIÇÃO";"188";"11";"Prefeito";"4071";"10";"0";"4071";"10";"3461";"610";"N";"3349";"28";"84";"0";"0";"0";"0";"0";"0";"21:14:59";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"69493";"REGENTE FEIJÓ";"69493";"REGENTE FEIJÓ";"167";"11";"Prefeito";"14741";"47";"4";"14741";"47";"11948";"2793";"N";"6473";"347";"551";"0";"0";"0";"0";"4577";"0";"23:00:41";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"70599";"SANTO ANTÔNIO DA ALEGRIA";"70599";"SANTO ANTÔNIO DA ALEGRIA";"202";"11";"Prefeito";"5219";"14";"0";"5219";"14";"4519";"700";"N";"4266";"55";"173";"0";"0";"0";"25";"0";"0";"22:51:47";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"70793";"SÃO CARLOS";"70793";"SÃO CARLOS";"121";"11";"Prefeito";"102973";"257";"1";"102973";"257";"71464";"31509";"N";"60820";"3674";"6970";"0";"0";"0";"0";"0";"0";"00:30:56";"16/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"70114";"SANDOVALINA";"70114";"SANDOVALINA";"261";"13";"Vereador";"3496";"10";"0";"3496";"10";"2987";"509";"N";"2688";"26";"57";"184";"0";"28";"0";"4";"0";"14:10:01";"19/02/2021"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"61484";"CAJATI";"61484";"CAJATI";"228";"11";"Prefeito";"23959";"67";"10";"23959";"67";"16616";"7343";"N";"5885";"933";"1020";"0";"0";"0";"0";"8778";"0";"23:10:26";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"72052";"TURIÚBA";"72052";"TURIÚBA";"214";"11";"Prefeito";"1696";"5";"0";"1696";"5";"1450";"246";"N";"1387";"16";"47";"0";"0";"0";"0";"0";"0";"22:30:13";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"62090";"BARRETOS";"62090";"BARRETOS";"21";"11";"Prefeito";"89968";"226";"2";"89968";"226";"59860";"30108";"N";"51836";"3138";"3968";"0";"0";"918";"0";"0";"0";"19:10:02";"27/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"62090";"BARRETOS";"62090";"BARRETOS";"21";"13";"Vereador";"89968";"226";"2";"89968";"226";"59860";"30108";"N";"50781";"2953";"2908";"2497";"0";"0";"62";"659";"0";"14:40:01";"03/12/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"62243";"IPIGUÁ";"62243";"IPIGUÁ";"312";"13";"Vereador";"4230";"11";"0";"4230";"11";"3438";"792";"N";"3098";"92";"105";"143";"0";"0";"0";"0";"0";"22:04:03";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"69132";"PORTO FELIZ";"69132";"PORTO FELIZ";"100";"11";"Prefeito";"41617";"103";"0";"41617";"103";"30248";"11369";"N";"27491";"992";"1765";"0";"0";"0";"0";"0";"0";"22:51:25";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"69795";"RIO CLARO";"69795";"RIO CLARO";"110";"11";"Prefeito";"86415";"222";"0";"86415";"222";"60926";"25489";"N";"49795";"3786";"7278";"0";"0";"67";"0";"0";"0";"16:20:01";"14/12/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"70378";"SANTA ISABEL";"70378";"SANTA ISABEL";"115";"11";"Prefeito";"42613";"108";"0";"42613";"108";"32042";"10571";"N";"28183";"1438";"2421";"0";"0";"0";"0";"0";"0";"23:32:23";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"72311";"VARGEM GRANDE DO SUL";"72311";"VARGEM GRANDE DO SUL";"229";"13";"Vereador";"31821";"80";"0";"31821";"80";"23181";"8640";"N";"19507";"1441";"850";"1383";"0";"0";"0";"0";"0";"23:00:13";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"72419";"VISTA ALEGRE DO ALTO";"72419";"VISTA ALEGRE DO ALTO";"76";"13";"Vereador";"6091";"16";"0";"6091";"16";"4952";"1139";"N";"4443";"109";"143";"257";"0";"0";"0";"0";"0";"22:51:21";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"61387";"EMILIANÓPOLIS";"61387";"EMILIANÓPOLIS";"165";"11";"Prefeito";"2698";"6";"1";"2698";"6";"2285";"413";"N";"1186";"26";"48";"0";"0";"0";"0";"1025";"0";"22:30:21";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"65196";"IPAUSSU";"65196";"IPAUSSU";"114";"13";"Vereador";"10709";"28";"0";"10709";"28";"8465";"2244";"N";"7411";"329";"265";"460";"0";"0";"0";"0";"0";"00:40:42";"16/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"69574";"RIBEIRA";"69574";"RIBEIRA";"10";"13";"Vereador";"3067";"9";"0";"3067";"9";"2605";"462";"N";"2348";"28";"84";"145";"0";"0";"0";"0";"0";"22:30:47";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"70637";"SANTO ANTÔNIO DO JARDIM";"70637";"SANTO ANTÔNIO DO JARDIM";"91";"13";"Vereador";"5432";"12";"2";"5432";"12";"4265";"1167";"N";"3626";"169";"204";"193";"0";"73";"0";"0";"0";"09:45:00";"16/12/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"67431";"MURUTINGA DO SUL";"67431";"MURUTINGA DO SUL";"9";"11";"Prefeito";"3506";"10";"1";"3506";"10";"2896";"610";"N";"1926";"52";"66";"0";"0";"852";"0";"0";"0";"16:30:00";"15/12/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"65030";"IGARAPAVA";"65030";"IGARAPAVA";"50";"13";"Vereador";"21474";"55";"0";"21474";"55";"14601";"6873";"N";"12838";"434";"415";"680";"0";"0";"0";"234";"0";"22:51:45";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"66370";"LENÇÓIS PAULISTA";"66370";"LENÇÓIS PAULISTA";"161";"11";"Prefeito";"50506";"132";"44";"50506";"132";"38625";"11881";"N";"34857";"1589";"2179";"0";"0";"0";"0";"0";"0";"23:30:35";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"62030";"BARIRI";"62030";"BARIRI";"19";"11";"Prefeito";"25208";"62";"0";"25208";"62";"17829";"7379";"N";"15978";"735";"1116";"0";"0";"0";"0";"0";"0";"01:40:43";"16/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"68799";"PIRAJUÍ";"68799";"PIRAJUÍ";"95";"11";"Prefeito";"16225";"49";"1";"16225";"49";"11749";"4476";"N";"10682";"386";"681";"0";"0";"0";"0";"0";"0";"23:20:34";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"66915";"MENDONÇA";"66915";"MENDONÇA";"64";"13";"Vereador";"4730";"13";"0";"4730";"13";"3953";"777";"N";"3589";"72";"103";"184";"0";"0";"5";"0";"0";"23:10:41";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"61549";"VARGEM";"61549";"VARGEM";"298";"13";"Vereador";"6929";"17";"0";"6929";"17";"5035";"1894";"N";"3909";"304";"405";"291";"0";"45";"0";"81";"0";"16:10:00";"22/03/2021"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"67130";"MOGI DAS CRUZES";"67130";"MOGI DAS CRUZES";"287";"13";"Vereador";"153089";"382";"2";"153089";"382";"111378";"41711";"N";"88235";"8111";"7948";"6208";"0";"818";"58";"0";"0";"13:30:04";"05/05/2021"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"71579";"TABOÃO DA SERRA";"71579";"TABOÃO DA SERRA";"324";"11";"Prefeito";"95369";"233";"0";"95369";"233";"69991";"25378";"N";"58059";"4025";"6482";"0";"0";"0";"0";"1425";"0";"00:20:49";"16/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"70750";"SÃO BERNARDO DO CAMPO";"70750";"SÃO BERNARDO DO CAMPO";"284";"13";"Vereador";"79418";"195";"1";"79418";"195";"55357";"24061";"N";"41080";"3695";"5908";"4506";"0";"105";"63";"0";"0";"15:25:00";"17/05/2021"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"61832";"AURIFLAMA";"61832";"AURIFLAMA";"225";"11";"Prefeito";"10752";"32";"0";"10752";"32";"8869";"1883";"N";"8472";"120";"277";"0";"0";"0";"0";"0";"0";"00:50:13";"16/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"64793";"GUZOLÂNDIA";"64793";"GUZOLÂNDIA";"225";"13";"Vereador";"3506";"10";"0";"3506";"10";"2932";"574";"N";"2645";"55";"99";"133";"0";"0";"0";"0";"0";"22:40:03";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"63630";"CRAVINHOS";"63630";"CRAVINHOS";"293";"13";"Vereador";"26358";"67";"0";"26358";"67";"18873";"7485";"N";"16064";"824";"1153";"832";"0";"0";"0";"0";"0";"00:00:16";"16/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"63770";"DIADEMA";"63770";"DIADEMA";"329";"11";"Prefeito";"160212";"394";"4";"160212";"394";"119491";"40721";"N";"99068";"7947";"12476";"0";"0";"0";"0";"0";"0";"23:51:39";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"63770";"DIADEMA";"63770";"DIADEMA";"426";"13";"Vereador";"82918";"201";"0";"82918";"201";"62425";"20493";"N";"47886";"4639";"4982";"4723";"0";"186";"3";"6";"0";"14:15:00";"20/05/2021"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"71277";"SEBASTIANÓPOLIS DO SUL";"71277";"SEBASTIANÓPOLIS DO SUL";"77";"11";"Prefeito";"3014";"7";"0";"3014";"7";"2617";"397";"N";"2473";"51";"93";"0";"0";"0";"0";"0";"0";"22:16:43";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"71277";"SEBASTIANÓPOLIS DO SUL";"71277";"SEBASTIANÓPOLIS DO SUL";"77";"13";"Vereador";"3014";"7";"0";"3014";"7";"2617";"397";"N";"2407";"33";"88";"89";"0";"0";"0";"0";"0";"22:16:43";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"71072";"SÃO PAULO";"71072";"SÃO PAULO";"326";"11";"Prefeito";"107352";"276";"0";"107352";"276";"77847";"29505";"N";"63606";"5183";"9051";"0";"0";"7";"0";"0";"0";"14:35:02";"29/12/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"69450";"RANCHARIA";"69450";"RANCHARIA";"106";"11";"Prefeito";"24417";"66";"1";"24417";"66";"17784";"6633";"N";"16749";"429";"606";"0";"0";"0";"0";"0";"0";"23:20:40";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"71455";"SOROCABA";"71455";"SOROCABA";"343";"11";"Prefeito";"87224";"239";"62";"87224";"239";"65995";"21229";"N";"54941";"3665";"7389";"0";"0";"0";"0";"0";"0";"00:51:16";"16/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"61344";"CANITAR";"61344";"CANITAR";"313";"11";"Prefeito";"3610";"10";"0";"3610";"10";"3116";"494";"N";"2921";"82";"113";"0";"0";"0";"0";"0";"0";"17:32:15";"15/11/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"66974";"MINEIROS DO TIETÊ";"66974";"MINEIROS DO TIETÊ";"241";"13";"Vereador";"9305";"24";"1";"9305";"24";"7130";"2175";"N";"5875";"406";"341";"468";"0";"0";"0";"40";"0";"15:05:00";"07/12/2020"
"28/05/2021";"12:48:52";"2020";"2";"Eleição Ordinária";"1";"426";"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"SP";"61620";"TUIUTI";"61620";"TUIUTI";"298";"13";"Vereador";"5450";"14";"0";"5450";"14";"4274";"1176";"N";"3613";"170";"179";"274";"0";"38";"0";"0";"0";"15:25:01";"06/05/2021"
